Image,Path,Label
ISIC_0008507,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008507.jpg,0
ISIC_0008528,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008528.jpg,0
ISIC_0008541,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008541.jpg,0
ISIC_0008552,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008552.jpg,0
ISIC_0008600,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008600.jpg,0
ISIC_0008626,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008626.jpg,0
ISIC_0008659,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008659.jpg,0
ISIC_0008785,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008785.jpg,0
ISIC_0008807,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008807.jpg,0
ISIC_0008879,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008879.jpg,0
ISIC_0008992,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008992.jpg,0
ISIC_0008993,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008993.jpg,0
ISIC_0008998,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008998.jpg,0
ISIC_0009035,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009035.jpg,0
ISIC_0009078,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009078.jpg,0
ISIC_0009083,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009083.jpg,0
ISIC_0009160,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009160.jpg,0
ISIC_0009165,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009165.jpg,0
ISIC_0009188,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009188.jpg,0
ISIC_0009252,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009252.jpg,0
ISIC_0009297,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009297.jpg,0
ISIC_0009298,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009298.jpg,0
ISIC_0009344,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009344.jpg,0
ISIC_0009430,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009430.jpg,0
ISIC_0009504,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009504.jpg,0
ISIC_0009533,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009533.jpg,0
ISIC_0009564,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009564.jpg,0
ISIC_0009583,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009583.jpg,0
ISIC_0009599,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009599.jpg,0
ISIC_0009758,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009758.jpg,0
ISIC_0009860,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009860.jpg,0
ISIC_0009868,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009868.jpg,0
ISIC_0009869,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009869.jpg,0
ISIC_0009870,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009870.jpg,0
ISIC_0009871,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009871.jpg,0
ISIC_0009872,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009872.jpg,0
ISIC_0009873,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009873.jpg,0
ISIC_0009874,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009874.jpg,0
ISIC_0009875,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009875.jpg,0
ISIC_0009877,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009877.jpg,0
ISIC_0009879,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009879.jpg,0
ISIC_0009880,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009880.jpg,0
ISIC_0009881,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009881.jpg,0
ISIC_0009882,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009882.jpg,0
ISIC_0009883,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009883.jpg,0
ISIC_0009884,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009884.jpg,0
ISIC_0009885,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009885.jpg,0
ISIC_0009888,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009888.jpg,0
ISIC_0009889,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009889.jpg,0
ISIC_0009891,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009891.jpg,0
ISIC_0009895,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009895.jpg,0
ISIC_0009896,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009896.jpg,0
ISIC_0009897,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009897.jpg,0
ISIC_0009898,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009898.jpg,0
ISIC_0009899,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009899.jpg,0
ISIC_0009901,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009901.jpg,0
ISIC_0009902,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009902.jpg,0
ISIC_0009905,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009905.jpg,0
ISIC_0009906,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009906.jpg,0
ISIC_0009909,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009909.jpg,0
ISIC_0009910,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009910.jpg,0
ISIC_0009911,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009911.jpg,0
ISIC_0009912,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009912.jpg,0
ISIC_0009914,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009914.jpg,0
ISIC_0009915,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009915.jpg,0
ISIC_0009917,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009917.jpg,0
ISIC_0009918,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009918.jpg,0
ISIC_0009919,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009919.jpg,0
ISIC_0009920,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009920.jpg,0
ISIC_0009921,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009921.jpg,0
ISIC_0009923,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009923.jpg,0
ISIC_0009925,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009925.jpg,0
ISIC_0009929,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009929.jpg,0
ISIC_0009930,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009930.jpg,0
ISIC_0009931,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009931.jpg,0
ISIC_0009932,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009932.jpg,0
ISIC_0009933,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009933.jpg,0
ISIC_0009935,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009935.jpg,0
ISIC_0009936,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009936.jpg,0
ISIC_0009937,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009937.jpg,0
ISIC_0009938,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009938.jpg,0
ISIC_0009939,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009939.jpg,0
ISIC_0009940,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009940.jpg,0
ISIC_0009941,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009941.jpg,0
ISIC_0009942,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009942.jpg,0
ISIC_0009943,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009943.jpg,0
ISIC_0009945,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009945.jpg,0
ISIC_0009946,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009946.jpg,0
ISIC_0009947,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009947.jpg,0
ISIC_0009949,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009949.jpg,0
ISIC_0009950,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009950.jpg,0
ISIC_0009951,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009951.jpg,0
ISIC_0009953,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009953.jpg,0
ISIC_0009954,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009954.jpg,0
ISIC_0009955,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009955.jpg,0
ISIC_0009956,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009956.jpg,0
ISIC_0009958,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009958.jpg,0
ISIC_0009960,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009960.jpg,0
ISIC_0009961,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009961.jpg,0
ISIC_0009962,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009962.jpg,0
ISIC_0009963,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009963.jpg,0
ISIC_0009964,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009964.jpg,0
ISIC_0009965,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009965.jpg,0
ISIC_0009966,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009966.jpg,0
ISIC_0009967,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009967.jpg,0
ISIC_0009968,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009968.jpg,0
ISIC_0009969,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009969.jpg,0
ISIC_0009971,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009971.jpg,0
ISIC_0009972,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009972.jpg,0
ISIC_0009973,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009973.jpg,0
ISIC_0009974,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009974.jpg,0
ISIC_0009975,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009975.jpg,0
ISIC_0009976,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009976.jpg,0
ISIC_0009977,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009977.jpg,0
ISIC_0009979,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009979.jpg,0
ISIC_0009981,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009981.jpg,0
ISIC_0009982,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009982.jpg,0
ISIC_0009987,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009987.jpg,0
ISIC_0009991,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009991.jpg,0
ISIC_0009993,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009993.jpg,0
ISIC_0009994,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009994.jpg,0
ISIC_0009998,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0009998.jpg,0
ISIC_0010000,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010000.jpg,0
ISIC_0010002,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010002.jpg,0
ISIC_0010003,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010003.jpg,0
ISIC_0010005,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010005.jpg,0
ISIC_0010006,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010006.jpg,0
ISIC_0010011,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010011.jpg,0
ISIC_0010013,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010013.jpg,0
ISIC_0010014,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010014.jpg,0
ISIC_0010015,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010015.jpg,0
ISIC_0010016,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010016.jpg,0
ISIC_0010017,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010017.jpg,0
ISIC_0010018,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010018.jpg,0
ISIC_0010019,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010019.jpg,0
ISIC_0010020,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010020.jpg,0
ISIC_0010021,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010021.jpg,0
ISIC_0010022,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010022.jpg,0
ISIC_0010024,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010024.jpg,0
ISIC_0010025,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010025.jpg,0
ISIC_0010028,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010028.jpg,0
ISIC_0010029,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010029.jpg,0
ISIC_0010032,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010032.jpg,0
ISIC_0010034,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010034.jpg,0
ISIC_0010036,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010036.jpg,0
ISIC_0010040,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010040.jpg,0
ISIC_0010042,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010042.jpg,0
ISIC_0010043,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010043.jpg,0
ISIC_0010044,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010044.jpg,0
ISIC_0010046,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010046.jpg,0
ISIC_0010047,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010047.jpg,0
ISIC_0010051,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010051.jpg,0
ISIC_0010053,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010053.jpg,0
ISIC_0010054,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010054.jpg,0
ISIC_0010055,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010055.jpg,0
ISIC_0010057,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010057.jpg,0
ISIC_0010058,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010058.jpg,0
ISIC_0010059,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010059.jpg,0
ISIC_0010060,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010060.jpg,0
ISIC_0010061,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010061.jpg,0
ISIC_0010062,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010062.jpg,0
ISIC_0010063,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010063.jpg,0
ISIC_0010064,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010064.jpg,0
ISIC_0010066,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010066.jpg,0
ISIC_0010067,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010067.jpg,0
ISIC_0010069,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010069.jpg,0
ISIC_0010070,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010070.jpg,0
ISIC_0010074,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010074.jpg,0
ISIC_0010075,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010075.jpg,0
ISIC_0010077,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010077.jpg,0
ISIC_0010078,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010078.jpg,0
ISIC_0010080,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010080.jpg,0
ISIC_0010081,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010081.jpg,0
ISIC_0010086,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010086.jpg,0
ISIC_0010087,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010087.jpg,0
ISIC_0010088,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010088.jpg,0
ISIC_0010089,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010089.jpg,0
ISIC_0010090,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010090.jpg,0
ISIC_0010092,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010092.jpg,0
ISIC_0010093,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010093.jpg,0
ISIC_0010094,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010094.jpg,0
ISIC_0010100,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010100.jpg,0
ISIC_0010102,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010102.jpg,0
ISIC_0010104,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010104.jpg,0
ISIC_0010105,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010105.jpg,0
ISIC_0010168,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010168.jpg,0
ISIC_0010170,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010170.jpg,0
ISIC_0010171,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010171.jpg,0
ISIC_0010173,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010173.jpg,0
ISIC_0010174,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010174.jpg,0
ISIC_0010176,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010176.jpg,0
ISIC_0010177,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010177.jpg,0
ISIC_0010178,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010178.jpg,0
ISIC_0010180,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010180.jpg,0
ISIC_0010182,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010182.jpg,0
ISIC_0010184,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010184.jpg,0
ISIC_0010185,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010185.jpg,0
ISIC_0010186,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010186.jpg,0
ISIC_0010187,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010187.jpg,0
ISIC_0010191,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010191.jpg,0
ISIC_0010192,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010192.jpg,0
ISIC_0010193,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010193.jpg,0
ISIC_0010194,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010194.jpg,0
ISIC_0010201,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010201.jpg,0
ISIC_0010202,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010202.jpg,0
ISIC_0010205,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010205.jpg,0
ISIC_0010206,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010206.jpg,0
ISIC_0010207,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010207.jpg,0
ISIC_0010212,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010212.jpg,0
ISIC_0010213,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010213.jpg,0
ISIC_0010215,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010215.jpg,0
ISIC_0010216,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010216.jpg,0
ISIC_0010219,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010219.jpg,0
ISIC_0010220,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010220.jpg,0
ISIC_0010222,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010222.jpg,0
ISIC_0010225,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010225.jpg,0
ISIC_0010227,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010227.jpg,0
ISIC_0010229,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010229.jpg,0
ISIC_0010231,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010231.jpg,0
ISIC_0010233,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010233.jpg,0
ISIC_0010234,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010234.jpg,0
ISIC_0010236,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010236.jpg,0
ISIC_0010237,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010237.jpg,0
ISIC_0010240,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010240.jpg,0
ISIC_0010241,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010241.jpg,0
ISIC_0010244,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010244.jpg,0
ISIC_0010246,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010246.jpg,0
ISIC_0010247,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010247.jpg,0
ISIC_0010248,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010248.jpg,0
ISIC_0010249,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010249.jpg,0
ISIC_0010251,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010251.jpg,0
ISIC_0010254,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010254.jpg,0
ISIC_0010255,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010255.jpg,0
ISIC_0010256,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010256.jpg,0
ISIC_0010257,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010257.jpg,0
ISIC_0010261,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010261.jpg,0
ISIC_0010262,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010262.jpg,0
ISIC_0010264,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010264.jpg,0
ISIC_0010265,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010265.jpg,0
ISIC_0010267,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010267.jpg,0
ISIC_0010317,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010317.jpg,0
ISIC_0010318,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010318.jpg,0
ISIC_0010320,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010320.jpg,0
ISIC_0010326,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010326.jpg,0
ISIC_0010327,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010327.jpg,0
ISIC_0010329,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010329.jpg,0
ISIC_0010330,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010330.jpg,0
ISIC_0010332,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010332.jpg,0
ISIC_0010333,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010333.jpg,0
ISIC_0010334,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010334.jpg,0
ISIC_0010336,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010336.jpg,0
ISIC_0010337,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010337.jpg,0
ISIC_0010339,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010339.jpg,0
ISIC_0010340,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010340.jpg,0
ISIC_0010341,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010341.jpg,0
ISIC_0010342,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010342.jpg,0
ISIC_0010344,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010344.jpg,0
ISIC_0010346,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010346.jpg,0
ISIC_0010348,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010348.jpg,0
ISIC_0010350,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010350.jpg,0
ISIC_0010351,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010351.jpg,0
ISIC_0010356,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010356.jpg,0
ISIC_0010357,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010357.jpg,0
ISIC_0010358,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010358.jpg,0
ISIC_0010360,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010360.jpg,0
ISIC_0010362,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010362.jpg,0
ISIC_0010364,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010364.jpg,0
ISIC_0010365,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010365.jpg,0
ISIC_0010367,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010367.jpg,0
ISIC_0010368,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010368.jpg,0
ISIC_0010370,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010370.jpg,0
ISIC_0010371,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010371.jpg,0
ISIC_0010372,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010372.jpg,0
ISIC_0010374,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010374.jpg,0
ISIC_0010379,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010379.jpg,0
ISIC_0010382,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010382.jpg,0
ISIC_0010435,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010435.jpg,0
ISIC_0010441,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010441.jpg,0
ISIC_0010442,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0010442.jpg,0
